h3_08,municipio,operator,variable,median
88499581cdfffff,Milpa Alta,ALTAN Redes,m_download_mbps,13.013
88499581cdfffff,Milpa Alta,AT&T,m_download_mbps,2.922
88499581cdfffff,Milpa Alta,Movistar,m_download_mbps,34.351
88499581cdfffff,Milpa Alta,Telcel,m_download_mbps,49.7445
88499581d1fffff,Tláhuac,Telcel,m_download_mbps,63.31
88499581d1fffff,Xochimilco,ALTAN Redes,m_download_mbps,13.4515
88499581d1fffff,Xochimilco,Telcel,m_download_mbps,63.028
88499581d3fffff,Xochimilco,ALTAN Redes,m_download_mbps,3.1485000000000003
88499581d3fffff,Xochimilco,AT&T,m_download_mbps,29.802
88499581d3fffff,Xochimilco,Movistar,m_download_mbps,4.625
88499581d3fffff,Xochimilco,Telcel,m_download_mbps,40.764
88499581d5fffff,Tláhuac,ALTAN Redes,m_download_mbps,8.565
88499581d5fffff,Tláhuac,AT&T,m_download_mbps,0.702
88499581d5fffff,Tláhuac,Telcel,m_download_mbps,18.683
88499581d7fffff,Xochimilco,ALTAN Redes,m_download_mbps,2.3120000000000003
88499581d7fffff,Xochimilco,AT&T,m_download_mbps,2.336
88499581d7fffff,Xochimilco,Movistar,m_download_mbps,6.41
88499581d7fffff,Xochimilco,Telcel,m_download_mbps,20.164
88499581dbfffff,Xochimilco,ALTAN Redes,m_download_mbps,1.3065
88499581dbfffff,Xochimilco,Movistar,m_download_mbps,1.342
88499581e9fffff,Tláhuac,ALTAN Redes,m_download_mbps,12.924
88499581e9fffff,Tláhuac,Telcel,m_download_mbps,114.4805
88499581ebfffff,Tláhuac,Movistar,m_download_mbps,19.409
88499581ebfffff,Tláhuac,Telcel,m_download_mbps,9.88
88499581edfffff,Tláhuac,ALTAN Redes,m_download_mbps,2.443
88499581edfffff,Tláhuac,Telcel,m_download_mbps,22.3595
8849958281fffff,Milpa Alta,ALTAN Redes,m_download_mbps,6.668
8849958281fffff,Milpa Alta,AT&T,m_download_mbps,14.3605
8849958281fffff,Milpa Alta,Movistar,m_download_mbps,21.1475
8849958281fffff,Milpa Alta,Telcel,m_download_mbps,44.29
8849958283fffff,Milpa Alta,ALTAN Redes,m_download_mbps,21.125500000000002
8849958283fffff,Milpa Alta,AT&T,m_download_mbps,1.759
8849958283fffff,Milpa Alta,Movistar,m_download_mbps,1.9805000000000001
8849958283fffff,Milpa Alta,Telcel,m_download_mbps,23.466
8849958285fffff,Milpa Alta,ALTAN Redes,m_download_mbps,1.965
8849958285fffff,Milpa Alta,Movistar,m_download_mbps,58.21
8849958285fffff,Milpa Alta,Telcel,m_download_mbps,0.44
8849958287fffff,Milpa Alta,ALTAN Redes,m_download_mbps,9.023
8849958287fffff,Milpa Alta,AT&T,m_download_mbps,14.962
8849958287fffff,Milpa Alta,Movistar,m_download_mbps,66.705
8849958287fffff,Milpa Alta,Telcel,m_download_mbps,45.3
884995828bfffff,Milpa Alta,ALTAN Redes,m_download_mbps,0.315
884995828bfffff,Milpa Alta,Telcel,m_download_mbps,3.224
884995828dfffff,Milpa Alta,ALTAN Redes,m_download_mbps,1.4120000000000001
8849958291fffff,Xochimilco,Movistar,m_download_mbps,48.01
8849958293fffff,Xochimilco,AT&T,m_download_mbps,3.06
8849958295fffff,Milpa Alta,ALTAN Redes,m_download_mbps,2.5125
8849958295fffff,Xochimilco,ALTAN Redes,m_download_mbps,21.974
8849958295fffff,Xochimilco,Telcel,m_download_mbps,1.242
8849958297fffff,Xochimilco,ALTAN Redes,m_download_mbps,59.842
8849958297fffff,Xochimilco,AT&T,m_download_mbps,18.268
8849958297fffff,Xochimilco,Telcel,m_download_mbps,18.948
8849958299fffff,Xochimilco,ALTAN Redes,m_download_mbps,4.958
8849958299fffff,Xochimilco,AT&T,m_download_mbps,9.709
8849958299fffff,Xochimilco,Telcel,m_download_mbps,23.117
884995829bfffff,Xochimilco,ALTAN Redes,m_download_mbps,7.61
884995829bfffff,Xochimilco,AT&T,m_download_mbps,65.001
884995829bfffff,Xochimilco,Movistar,m_download_mbps,18.119
884995829bfffff,Xochimilco,Telcel,m_download_mbps,83.241
884995829dfffff,Milpa Alta,ALTAN Redes,m_download_mbps,5.82
884995829dfffff,Xochimilco,ALTAN Redes,m_download_mbps,1.4000000000000001
88499582a1fffff,Milpa Alta,ALTAN Redes,m_download_mbps,21.59
88499582a1fffff,Milpa Alta,Telcel,m_download_mbps,52.8745
88499582a3fffff,Milpa Alta,ALTAN Redes,m_download_mbps,17.352
88499582a3fffff,Milpa Alta,Telcel,m_download_mbps,66.009
88499582a5fffff,Milpa Alta,ALTAN Redes,m_download_mbps,0.498
88499582a5fffff,Milpa Alta,AT&T,m_download_mbps,0.412
88499582a5fffff,Milpa Alta,Telcel,m_download_mbps,16.119
88499582a7fffff,Milpa Alta,ALTAN Redes,m_download_mbps,27.098
88499582a7fffff,Milpa Alta,Telcel,m_download_mbps,19.817
88499582a9fffff,Milpa Alta,ALTAN Redes,m_download_mbps,8.331
88499582a9fffff,Milpa Alta,AT&T,m_download_mbps,3.846
88499582a9fffff,Milpa Alta,Telcel,m_download_mbps,54.322500000000005
88499582adfffff,Milpa Alta,ALTAN Redes,m_download_mbps,16.044
88499582adfffff,Milpa Alta,Movistar,m_download_mbps,9.353
88499582adfffff,Milpa Alta,Telcel,m_download_mbps,120.14450000000001
88499582b1fffff,Milpa Alta,ALTAN Redes,m_download_mbps,1.9875
88499582b1fffff,Xochimilco,ALTAN Redes,m_download_mbps,6.143
88499582b1fffff,Xochimilco,Telcel,m_download_mbps,70.507
88499582b3fffff,Xochimilco,ALTAN Redes,m_download_mbps,2.165
88499582b3fffff,Xochimilco,Movistar,m_download_mbps,26.974
88499582b3fffff,Xochimilco,Telcel,m_download_mbps,58.0645
88499582b5fffff,Milpa Alta,Telcel,m_download_mbps,14.139
88499582b9fffff,Milpa Alta,Movistar,m_download_mbps,23.253999999999998
88499582bbfffff,Xochimilco,ALTAN Redes,m_download_mbps,79.735
88499582bbfffff,Xochimilco,AT&T,m_download_mbps,0.796
88499582bbfffff,Xochimilco,Movistar,m_download_mbps,0.834
88499582bbfffff,Xochimilco,Telcel,m_download_mbps,177.72199999999998
88499582bdfffff,Milpa Alta,Telcel,m_download_mbps,71.007
88499582dbfffff,Xochimilco,Telcel,m_download_mbps,0.681
88499582e1fffff,Milpa Alta,ALTAN Redes,m_download_mbps,1.364
88499582e1fffff,Milpa Alta,Telcel,m_download_mbps,12.251
88499582e3fffff,Milpa Alta,ALTAN Redes,m_download_mbps,11.484
88499582e3fffff,Milpa Alta,Telcel,m_download_mbps,24.392000000000003
88499582e7fffff,Milpa Alta,ALTAN Redes,m_download_mbps,3.0975
88499582e7fffff,Milpa Alta,Telcel,m_download_mbps,54.119
8849958317fffff,Milpa Alta,ALTAN Redes,m_download_mbps,25.101
8849958333fffff,Milpa Alta,ALTAN Redes,m_download_mbps,15.4055
8849958333fffff,Milpa Alta,AT&T,m_download_mbps,11.076
8849958333fffff,Milpa Alta,Movistar,m_download_mbps,1.013
8849958333fffff,Milpa Alta,Telcel,m_download_mbps,7.24
8849958337fffff,Milpa Alta,ALTAN Redes,m_download_mbps,0.755
8849958401fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.022
8849958401fffff,Tlalpan,AT&T,m_download_mbps,11.465
8849958401fffff,Tlalpan,Movistar,m_download_mbps,7.022
8849958401fffff,Tlalpan,Telcel,m_download_mbps,31.894
8849958403fffff,Coyoacán,ALTAN Redes,m_download_mbps,8.126999999999999
8849958403fffff,Coyoacán,AT&T,m_download_mbps,26.615
8849958403fffff,Coyoacán,Movistar,m_download_mbps,31.5
8849958403fffff,Coyoacán,Telcel,m_download_mbps,27.851
8849958403fffff,Tlalpan,ALTAN Redes,m_download_mbps,11.4025
8849958403fffff,Tlalpan,AT&T,m_download_mbps,7.324999999999999
8849958403fffff,Tlalpan,Movistar,m_download_mbps,8.056
8849958403fffff,Tlalpan,Telcel,m_download_mbps,34.86
8849958405fffff,Coyoacán,ALTAN Redes,m_download_mbps,1.208
8849958405fffff,Coyoacán,AT&T,m_download_mbps,6.099500000000001
8849958405fffff,Coyoacán,Movistar,m_download_mbps,47.568
8849958405fffff,Coyoacán,Telcel,m_download_mbps,84.8945
8849958405fffff,Tlalpan,ALTAN Redes,m_download_mbps,2.9930000000000003
8849958405fffff,Tlalpan,AT&T,m_download_mbps,17.297
8849958405fffff,Tlalpan,Movistar,m_download_mbps,10.163
8849958405fffff,Tlalpan,Telcel,m_download_mbps,24.291
8849958407fffff,Coyoacán,ALTAN Redes,m_download_mbps,9.782499999999999
8849958407fffff,Coyoacán,AT&T,m_download_mbps,13.911999999999999
8849958407fffff,Coyoacán,Movistar,m_download_mbps,21.8385
8849958407fffff,Coyoacán,Telcel,m_download_mbps,75.826
8849958407fffff,Tlalpan,ALTAN Redes,m_download_mbps,11.471
8849958407fffff,Tlalpan,AT&T,m_download_mbps,13.189
8849958407fffff,Tlalpan,Movistar,m_download_mbps,8.504
8849958407fffff,Tlalpan,Telcel,m_download_mbps,45.839
8849958409fffff,Tlalpan,ALTAN Redes,m_download_mbps,13.62
8849958409fffff,Tlalpan,AT&T,m_download_mbps,12.797
8849958409fffff,Tlalpan,Movistar,m_download_mbps,15.873
8849958409fffff,Tlalpan,Telcel,m_download_mbps,31.317
884995840bfffff,Tlalpan,ALTAN Redes,m_download_mbps,5.215999999999999
884995840bfffff,Tlalpan,AT&T,m_download_mbps,10.346
884995840bfffff,Tlalpan,Movistar,m_download_mbps,22.224
884995840bfffff,Tlalpan,Telcel,m_download_mbps,45.796
884995840dfffff,Tlalpan,ALTAN Redes,m_download_mbps,8.55
884995840dfffff,Tlalpan,AT&T,m_download_mbps,7.1415
884995840dfffff,Tlalpan,Movistar,m_download_mbps,11.974499999999999
884995840dfffff,Tlalpan,Telcel,m_download_mbps,40.995
8849958411fffff,Coyoacán,ALTAN Redes,m_download_mbps,9.02
8849958411fffff,Coyoacán,AT&T,m_download_mbps,4.434
8849958411fffff,Coyoacán,Movistar,m_download_mbps,3.832
8849958411fffff,Coyoacán,Telcel,m_download_mbps,31.929000000000002
8849958411fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.416
8849958411fffff,Tlalpan,AT&T,m_download_mbps,1.0695000000000001
8849958411fffff,Tlalpan,Movistar,m_download_mbps,0.749
8849958411fffff,Tlalpan,Telcel,m_download_mbps,8.9485
8849958413fffff,Coyoacán,ALTAN Redes,m_download_mbps,4.634
8849958413fffff,Coyoacán,AT&T,m_download_mbps,8.532
8849958413fffff,Coyoacán,Movistar,m_download_mbps,25.463
8849958413fffff,Coyoacán,Telcel,m_download_mbps,43.803
8849958415fffff,Coyoacán,ALTAN Redes,m_download_mbps,15.407
8849958415fffff,Coyoacán,AT&T,m_download_mbps,12.109
8849958415fffff,Coyoacán,Movistar,m_download_mbps,16.349
8849958415fffff,Coyoacán,Telcel,m_download_mbps,60.745
8849958415fffff,Tlalpan,ALTAN Redes,m_download_mbps,8.128
8849958415fffff,Tlalpan,AT&T,m_download_mbps,27.5955
8849958415fffff,Tlalpan,Movistar,m_download_mbps,14.184000000000001
8849958415fffff,Tlalpan,Telcel,m_download_mbps,46.735
8849958417fffff,Coyoacán,ALTAN Redes,m_download_mbps,1.333
8849958417fffff,Coyoacán,AT&T,m_download_mbps,26.819
8849958417fffff,Coyoacán,Movistar,m_download_mbps,89.727
8849958417fffff,Coyoacán,Telcel,m_download_mbps,61.192
8849958419fffff,Tlalpan,ALTAN Redes,m_download_mbps,3.0815
8849958419fffff,Tlalpan,AT&T,m_download_mbps,2.116
8849958419fffff,Tlalpan,Movistar,m_download_mbps,2.303
8849958419fffff,Tlalpan,Telcel,m_download_mbps,36.021
884995841bfffff,Coyoacán,ALTAN Redes,m_download_mbps,11.001999999999999
884995841bfffff,Coyoacán,AT&T,m_download_mbps,22.473
884995841bfffff,Coyoacán,Movistar,m_download_mbps,41.315
884995841bfffff,Coyoacán,Telcel,m_download_mbps,36.2465
884995841bfffff,Tlalpan,ALTAN Redes,m_download_mbps,5.87
884995841bfffff,Tlalpan,AT&T,m_download_mbps,12.389
884995841bfffff,Tlalpan,Movistar,m_download_mbps,19.4
884995841bfffff,Tlalpan,Telcel,m_download_mbps,26.403
884995841dfffff,Tlalpan,ALTAN Redes,m_download_mbps,15.762
884995841dfffff,Tlalpan,AT&T,m_download_mbps,21.377499999999998
884995841dfffff,Tlalpan,Movistar,m_download_mbps,5.06
884995841dfffff,Tlalpan,Telcel,m_download_mbps,59.774
8849958421fffff,Coyoacán,ALTAN Redes,m_download_mbps,5.012
8849958421fffff,Coyoacán,AT&T,m_download_mbps,33.558
8849958421fffff,Coyoacán,Movistar,m_download_mbps,13.277
8849958421fffff,Coyoacán,Telcel,m_download_mbps,42.045
8849958421fffff,Tlalpan,ALTAN Redes,m_download_mbps,3.59
8849958421fffff,Tlalpan,AT&T,m_download_mbps,14.6465
8849958421fffff,Tlalpan,Movistar,m_download_mbps,16.759
8849958421fffff,Tlalpan,Telcel,m_download_mbps,69.754
8849958423fffff,Coyoacán,ALTAN Redes,m_download_mbps,7.0575
8849958423fffff,Coyoacán,AT&T,m_download_mbps,21.363
8849958423fffff,Coyoacán,Movistar,m_download_mbps,8.5085
8849958423fffff,Coyoacán,Telcel,m_download_mbps,27.808
8849958425fffff,Tlalpan,ALTAN Redes,m_download_mbps,14.215
8849958425fffff,Tlalpan,AT&T,m_download_mbps,31.221
8849958425fffff,Tlalpan,Movistar,m_download_mbps,36.435
8849958425fffff,Tlalpan,Telcel,m_download_mbps,31.767
8849958427fffff,Coyoacán,ALTAN Redes,m_download_mbps,6.765
8849958427fffff,Coyoacán,AT&T,m_download_mbps,12.577
8849958427fffff,Coyoacán,Movistar,m_download_mbps,17.756999999999998
8849958427fffff,Coyoacán,Telcel,m_download_mbps,34.565
8849958427fffff,Tlalpan,ALTAN Redes,m_download_mbps,32.79
8849958427fffff,Tlalpan,AT&T,m_download_mbps,1.352
8849958427fffff,Tlalpan,Telcel,m_download_mbps,5.1485
8849958429fffff,Tlalpan,ALTAN Redes,m_download_mbps,4.591
8849958429fffff,Tlalpan,AT&T,m_download_mbps,16.44
8849958429fffff,Tlalpan,Movistar,m_download_mbps,22.1515
8849958429fffff,Tlalpan,Telcel,m_download_mbps,57.899
884995842bfffff,Coyoacán,ALTAN Redes,m_download_mbps,7.983
884995842bfffff,Coyoacán,AT&T,m_download_mbps,5.446
884995842bfffff,Coyoacán,Movistar,m_download_mbps,43.7655
884995842bfffff,Coyoacán,Telcel,m_download_mbps,2.776
884995842bfffff,Tlalpan,ALTAN Redes,m_download_mbps,2.3385
884995842bfffff,Tlalpan,AT&T,m_download_mbps,2.2315
884995842bfffff,Tlalpan,Movistar,m_download_mbps,0.484
884995842bfffff,Tlalpan,Telcel,m_download_mbps,26.032
884995842dfffff,Tlalpan,ALTAN Redes,m_download_mbps,26.991500000000002
884995842dfffff,Tlalpan,AT&T,m_download_mbps,19.1
884995842dfffff,Tlalpan,Movistar,m_download_mbps,20.385
884995842dfffff,Tlalpan,Telcel,m_download_mbps,30.585
8849958431fffff,Coyoacán,ALTAN Redes,m_download_mbps,5.388
8849958431fffff,Coyoacán,AT&T,m_download_mbps,19.7185
8849958431fffff,Coyoacán,Movistar,m_download_mbps,16.72
8849958431fffff,Coyoacán,Telcel,m_download_mbps,35.062
8849958433fffff,Coyoacán,ALTAN Redes,m_download_mbps,8.896
8849958433fffff,Coyoacán,AT&T,m_download_mbps,25.1725
8849958433fffff,Coyoacán,Movistar,m_download_mbps,37.381
8849958433fffff,Coyoacán,Telcel,m_download_mbps,42.213
8849958435fffff,Coyoacán,ALTAN Redes,m_download_mbps,9.109
8849958435fffff,Coyoacán,AT&T,m_download_mbps,7.2385
8849958435fffff,Coyoacán,Movistar,m_download_mbps,13.973
8849958435fffff,Coyoacán,Telcel,m_download_mbps,64.933
8849958437fffff,Coyoacán,ALTAN Redes,m_download_mbps,18.334
8849958437fffff,Coyoacán,AT&T,m_download_mbps,16.286
8849958437fffff,Coyoacán,Movistar,m_download_mbps,8.471
8849958437fffff,Coyoacán,Telcel,m_download_mbps,41.501
8849958439fffff,Coyoacán,ALTAN Redes,m_download_mbps,9.2255
8849958439fffff,Coyoacán,AT&T,m_download_mbps,18.218
8849958439fffff,Coyoacán,Movistar,m_download_mbps,18.141
8849958439fffff,Coyoacán,Telcel,m_download_mbps,14.837
884995843bfffff,Coyoacán,ALTAN Redes,m_download_mbps,9.6555
884995843bfffff,Coyoacán,AT&T,m_download_mbps,26.701
884995843bfffff,Coyoacán,Movistar,m_download_mbps,25.773
884995843bfffff,Coyoacán,Telcel,m_download_mbps,34.414
884995843dfffff,Coyoacán,ALTAN Redes,m_download_mbps,8.673
884995843dfffff,Coyoacán,AT&T,m_download_mbps,26.113
884995843dfffff,Coyoacán,Movistar,m_download_mbps,17.996000000000002
884995843dfffff,Coyoacán,Telcel,m_download_mbps,24.709
8849958441fffff,Tlalpan,ALTAN Redes,m_download_mbps,11.8215
8849958441fffff,Tlalpan,AT&T,m_download_mbps,4.5815
8849958441fffff,Tlalpan,Movistar,m_download_mbps,20.648
8849958441fffff,Tlalpan,Telcel,m_download_mbps,29.024
8849958443fffff,Tlalpan,ALTAN Redes,m_download_mbps,18.549
8849958443fffff,Tlalpan,AT&T,m_download_mbps,36.891000000000005
8849958443fffff,Tlalpan,Movistar,m_download_mbps,32.037
8849958443fffff,Tlalpan,Telcel,m_download_mbps,58.295
8849958445fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.6455
8849958445fffff,Tlalpan,AT&T,m_download_mbps,16.872
8849958445fffff,Tlalpan,Movistar,m_download_mbps,15.5655
8849958445fffff,Tlalpan,Telcel,m_download_mbps,52.318
8849958447fffff,Tlalpan,ALTAN Redes,m_download_mbps,13.728
8849958447fffff,Tlalpan,AT&T,m_download_mbps,13.273499999999999
8849958447fffff,Tlalpan,Movistar,m_download_mbps,11.96
8849958447fffff,Tlalpan,Telcel,m_download_mbps,24.130499999999998
8849958449fffff,Tlalpan,ALTAN Redes,m_download_mbps,11.98
8849958449fffff,Tlalpan,AT&T,m_download_mbps,24.324
8849958449fffff,Tlalpan,Movistar,m_download_mbps,50.932
8849958449fffff,Tlalpan,Telcel,m_download_mbps,37.197
884995844bfffff,Tlalpan,ALTAN Redes,m_download_mbps,12.013
884995844bfffff,Tlalpan,AT&T,m_download_mbps,34.51
884995844bfffff,Tlalpan,Movistar,m_download_mbps,34.4
884995844bfffff,Tlalpan,Telcel,m_download_mbps,76.49
884995844dfffff,Tlalpan,ALTAN Redes,m_download_mbps,2.356
884995844dfffff,Tlalpan,AT&T,m_download_mbps,26.403
884995844dfffff,Tlalpan,Movistar,m_download_mbps,26.0145
884995844dfffff,Tlalpan,Telcel,m_download_mbps,35.667500000000004
8849958451fffff,Tlalpan,ALTAN Redes,m_download_mbps,25.472
8849958451fffff,Tlalpan,AT&T,m_download_mbps,30.6335
8849958451fffff,Tlalpan,Movistar,m_download_mbps,4.6935
8849958451fffff,Tlalpan,Telcel,m_download_mbps,30.471
8849958453fffff,Tlalpan,ALTAN Redes,m_download_mbps,0.608
8849958453fffff,Tlalpan,AT&T,m_download_mbps,19.226
8849958453fffff,Tlalpan,Movistar,m_download_mbps,8.467
8849958453fffff,Tlalpan,Telcel,m_download_mbps,21.367
8849958455fffff,Tlalpan,ALTAN Redes,m_download_mbps,7.174
8849958455fffff,Tlalpan,AT&T,m_download_mbps,23.121499999999997
8849958455fffff,Tlalpan,Movistar,m_download_mbps,40.53
8849958455fffff,Tlalpan,Telcel,m_download_mbps,40.325
8849958457fffff,Tlalpan,ALTAN Redes,m_download_mbps,15.485
8849958457fffff,Tlalpan,AT&T,m_download_mbps,14.735
8849958457fffff,Tlalpan,Movistar,m_download_mbps,17.468
8849958457fffff,Tlalpan,Telcel,m_download_mbps,19.529
8849958459fffff,Tlalpan,ALTAN Redes,m_download_mbps,9.704
8849958459fffff,Tlalpan,AT&T,m_download_mbps,25.131
8849958459fffff,Tlalpan,Movistar,m_download_mbps,8.304
8849958459fffff,Tlalpan,Telcel,m_download_mbps,99.74
884995845bfffff,Tlalpan,ALTAN Redes,m_download_mbps,25.812
884995845bfffff,Tlalpan,AT&T,m_download_mbps,6.8725000000000005
884995845bfffff,Tlalpan,Movistar,m_download_mbps,7.769
884995845bfffff,Tlalpan,Telcel,m_download_mbps,29.237000000000002
884995845dfffff,Tlalpan,ALTAN Redes,m_download_mbps,12.277999999999999
884995845dfffff,Tlalpan,AT&T,m_download_mbps,19.1175
884995845dfffff,Tlalpan,Movistar,m_download_mbps,20.8515
884995845dfffff,Tlalpan,Telcel,m_download_mbps,50.573
8849958461fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.5705
8849958461fffff,Tlalpan,AT&T,m_download_mbps,16.153
8849958461fffff,Tlalpan,Movistar,m_download_mbps,17.685
8849958461fffff,Tlalpan,Telcel,m_download_mbps,20.614
8849958461fffff,Xochimilco,ALTAN Redes,m_download_mbps,5.769500000000001
8849958461fffff,Xochimilco,AT&T,m_download_mbps,53.684
8849958461fffff,Xochimilco,Movistar,m_download_mbps,49.272
8849958461fffff,Xochimilco,Telcel,m_download_mbps,18.145
8849958463fffff,Tlalpan,ALTAN Redes,m_download_mbps,5.2620000000000005
8849958463fffff,Tlalpan,AT&T,m_download_mbps,1.9865
8849958463fffff,Tlalpan,Movistar,m_download_mbps,1.471
8849958463fffff,Tlalpan,Telcel,m_download_mbps,23.189
8849958465fffff,Tlalpan,ALTAN Redes,m_download_mbps,15.963
8849958465fffff,Tlalpan,AT&T,m_download_mbps,2.091
8849958465fffff,Tlalpan,Movistar,m_download_mbps,21.7535
8849958465fffff,Tlalpan,Telcel,m_download_mbps,55.096
8849958465fffff,Xochimilco,ALTAN Redes,m_download_mbps,6.149
8849958465fffff,Xochimilco,AT&T,m_download_mbps,32.507
8849958465fffff,Xochimilco,Movistar,m_download_mbps,18.1825
8849958465fffff,Xochimilco,Telcel,m_download_mbps,42.197
8849958467fffff,Tlalpan,ALTAN Redes,m_download_mbps,8.6385
8849958467fffff,Tlalpan,AT&T,m_download_mbps,6.808
8849958467fffff,Tlalpan,Movistar,m_download_mbps,7.2545
8849958467fffff,Tlalpan,Telcel,m_download_mbps,20.631
8849958467fffff,Xochimilco,ALTAN Redes,m_download_mbps,4.547
8849958467fffff,Xochimilco,AT&T,m_download_mbps,3.763
8849958467fffff,Xochimilco,Movistar,m_download_mbps,22.711
8849958467fffff,Xochimilco,Telcel,m_download_mbps,9.937000000000001
8849958469fffff,Tlalpan,ALTAN Redes,m_download_mbps,20.65
8849958469fffff,Tlalpan,AT&T,m_download_mbps,15.045
8849958469fffff,Tlalpan,Movistar,m_download_mbps,26.125999999999998
8849958469fffff,Tlalpan,Telcel,m_download_mbps,26.845
8849958469fffff,Xochimilco,Telcel,m_download_mbps,40.89
884995846bfffff,Tlalpan,ALTAN Redes,m_download_mbps,10.414
884995846bfffff,Tlalpan,AT&T,m_download_mbps,3.9154999999999998
884995846bfffff,Tlalpan,Movistar,m_download_mbps,11.149999999999999
884995846bfffff,Tlalpan,Telcel,m_download_mbps,34.9915
884995846dfffff,Tlalpan,AT&T,m_download_mbps,50.618
884995846dfffff,Tlalpan,Telcel,m_download_mbps,25.679
884995846dfffff,Xochimilco,ALTAN Redes,m_download_mbps,18.011499999999998
884995846dfffff,Xochimilco,AT&T,m_download_mbps,40.645
884995846dfffff,Xochimilco,Movistar,m_download_mbps,39.502
884995846dfffff,Xochimilco,Telcel,m_download_mbps,31.911
8849958481fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,10.566
8849958481fffff,Álvaro Obregón,AT&T,m_download_mbps,11.096499999999999
8849958481fffff,Álvaro Obregón,Movistar,m_download_mbps,18.844
8849958481fffff,Álvaro Obregón,Telcel,m_download_mbps,27.544
8849958483fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,11.9485
8849958483fffff,Álvaro Obregón,AT&T,m_download_mbps,8.780999999999999
8849958483fffff,Álvaro Obregón,Movistar,m_download_mbps,29.5505
8849958483fffff,Álvaro Obregón,Telcel,m_download_mbps,85.798
8849958485fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,4.3134999999999994
8849958485fffff,Álvaro Obregón,AT&T,m_download_mbps,7.741
8849958485fffff,Álvaro Obregón,Movistar,m_download_mbps,12.678
8849958485fffff,Álvaro Obregón,Telcel,m_download_mbps,42.260000000000005
8849958487fffff,Álvaro Obregón,ALTAN Redes,m_download_mbps,7.53
8849958487fffff,Álvaro Obregón,AT&T,m_download_mbps,9.7305
8849958487fffff,Álvaro Obregón,Movistar,m_download_mbps,21.352
8849958487fffff,Álvaro Obregón,Telcel,m_download_mbps,11.963000000000001
8849958489fffff,La Magdalena Contreras,ALTAN Redes,m_download_mbps,26.181
